FID,VDC_Jur,GID_4,GID_0,COUNTRY,GID_1,NAME_1,GID_2,NAME_2,GID_3,NAME_3,NAME_4,VARNAME_4,TYPE_4,ENGTYPE_4,CC_4,NAME_5,CF_area,CF,Frst_size,Frst,Gap_size,Gaps,Floss_size,Floss,Mean_dist,CF_F,Floss_CF,Floss_Frst
1689,Kathmandu_Sheshnarayan,NPL.1.1.3.51_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.3_1,Kathmandu,Sheshnarayan,NA,Village development committee,Village development committee,NA,Sheshnarayan,56.1,2,359.0171388,2,4.61484362,103,0,0,0,0,0,0
1690,Kathmandu_Sitapaila,NPL.1.1.3.52_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.3_1,Kathmandu,Sitapaila,NA,Village development committee,Village development committee,NA,Sitapaila,11.8,3,43.88054701,4,0.700031489,61,0.008157099,1,0,0,0,0.00019
1691,Kathmandu_Sundarijal,NPL.1.1.3.53_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.3_1,Kathmandu,Sundarijal,NA,Village development committee,Village development committee,NA,Sundarijal,0,0,3277.186502,2,7.07490375,214,0.124467138,8,15.48971853,0,0,0.00004
1692,Kathmandu_Suntol,NPL.1.1.3.54_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.3_1,Kathmandu,Suntol,NA,Village development committee,Village development committee,NA,Suntol,662.46,7,767.9072808,7,11.50524589,234,0.560475531,35,60.29424542,0,0,0.00073
1693,Kathmandu_Talkududechour,NPL.1.1.3.55_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.3_1,Kathmandu,Talkududechour,NA,Village development committee,Village development committee,NA,Talkududechour,760.83,9,1001.872287,1,19.01191494,364,0,0,0,0,0,0
1694,Kathmandu_Thankot,NPL.1.1.3.56_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.3_1,Kathmandu,Thankot,NA,Village development committee,Village development committee,NA,Thankot,214.87,4,314.3961482,2,2.620877434,81,0.026211628,3,249.7333994,0,0,0.00008
1695,Kathmandu_Tinthana,NPL.1.1.3.57_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.3_1,Kathmandu,Tinthana,NA,Village development committee,Village development committee,NA,Tinthana,0.71,1,0,0,0,0,0,0,0,0,0,0
1696,Kathmandu_TokhaChandeswori,NPL.1.1.3.58_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.3_1,Kathmandu,TokhaChandeswori,NA,Village development committee,Village development committee,NA,TokhaChandeswori,1.14,1,103.0498527,2,0.682029179,25,0.016313084,2,77.76880366,0,0,0.00016
1697,Kathmandu_TokhaSarswoti,NPL.1.1.3.59_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.3_1,Kathmandu,TokhaSarswoti,NA,Village development committee,Village development committee,NA,TokhaSarswoti,5.95,1,0,0,0,0,0,0,0,0,0,0
1698,Kavrepalanchok_Anaikot,NPL.1.1.4.1_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Anaikot,NA,Village development committee,Village development committee,NA,Anaikot,760.9,14,1567.303248,12,54.03354512,1105,1.010428579,76,65.14763505,0,0,0.00064
1699,Kavrepalanchok_Baldthali,NPL.1.1.4.2_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Baldthali,NA,Village development committee,Village development committee,NA,Baldthali,84.17,11,764.339939,1,22.79821573,450,0.01647837,1,26.94595233,0,0,0.00002
1700,Kavrepalanchok_Balting,NPL.1.1.4.3_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Balting,NA,Village development committee,Village development committee,NA,Balting,60,1,887.6730366,5,27.84001344,684,7.092222639,76,35.40590308,0,0,0.00799
1701,Kavrepalanchok_BaluwapatiDeupur,NPL.1.1.4.4_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,BaluwapatiDeupur,NA,Village development committee,Village development committee,NA,BaluwapatiDeupur,0,0,1394.390969,3,89.31997347,1199,6.11401036,309,100.1468029,0,0,0.00438
1702,Kavrepalanchok_BanakhuChor,NPL.1.1.4.5_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,BanakhuChor,NA,Village development committee,Village development committee,NA,BanakhuChor,330.47,6,2557.148866,9,73.20564906,1649,0.173201771,11,201.1479788,0,0,0.00007
1703,Kavrepalanchok_Banepa,NPL.1.1.4.6_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Banepa,NA,Village development committee,Village development committee,NA,Banepa,391.64,3,146.3237788,4,2.488585559,49,0.115181168,9,38.1329899,0,0,0.00079
1704,Kavrepalanchok_BekhsimleDhartigaun,NPL.1.1.4.7_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,BekhsimleDhartigaun,NA,Village development committee,Village development committee,NA,BekhsimleDhartigaun,0,0,511.8660834,1,18.92446707,269,0.016460183,2,202.4224142,0,0,0.00003
1705,Kavrepalanchok_Bhimkhori,NPL.1.1.4.8_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Bhimkhori,NA,Village development committee,Village development committee,NA,Bhimkhori,765.58,5,2681.035695,9,68.35296861,1541,11.11408331,338,108.7787808,0,0,0.00415
1706,Kavrepalanchok_Bhumlutar,NPL.1.1.4.9_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Bhumlutar,NA,Village development committee,Village development committee,NA,Bhumlutar,151.97,4,523.055896,5,20.09148531,365,0.73219965,55,182.89247,0,0,0.0014
1707,Kavrepalanchok_Birtadeurali,NPL.1.1.4.10_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Birtadeurali,NA,Village development committee,Village development committee,NA,Birtadeurali,0,0,432.9131314,9,20.4474513,484,1.306698764,52,40.60238845,0,0,0.00302
1708,Kavrepalanchok_Budhakhani,NPL.1.1.4.11_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Budhakhani,NA,Village development committee,Village development committee,NA,Budhakhani,917.12,17,3677.94356,1,72.41716,1352,0.090670483,9,555.4215019,0,0,0.00002
1709,Kavrepalanchok_ChalalGaneshsthan,NPL.1.1.4.12_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,ChalalGaneshsthan,NA,Village development committee,Village development committee,NA,ChalalGaneshsthan,0,0,900.4243798,1,35.36693238,562,0.214185435,18,96.0846415,0,0,0.00024
1710,Kavrepalanchok_ChandeniMandan,NPL.1.1.4.13_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,ChandeniMandan,NA,Village development committee,Village development committee,NA,ChandeniMandan,191.15,5,616.4395416,4,19.98063223,428,1.200624866,74,194.9088537,0,0,0.00195
1711,Kavrepalanchok_Choubas,NPL.1.1.4.14_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Choubas,NA,Village development committee,Village development committee,NA,Choubas,321.3,7,997.1478889,1,20.77346564,382,0.139846767,15,144.6848644,0,0,0.00014
1712,Kavrepalanchok_Chyamrangbesi,NPL.1.1.4.15_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Chyamrangbesi,NA,Village development committee,Village development committee,NA,Chyamrangbesi,183,1,2370.389956,2,36.8951106,660,0.313126564,16,237.0105557,0,0,0.00013
1713,Kavrepalanchok_ChyasingKharka,NPL.1.1.4.16_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,ChyasingKharka,NA,Village development committee,Village development committee,NA,ChyasingKharka,3.15,2,993.405568,2,28.4063917,431,0.238907391,8,166.7741117,0,0,0.00024
1714,Kavrepalanchok_DapchaChatraibhanjh,NPL.1.1.4.17_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,DapchaChatraibhanjh,NA,Village development committee,Village development committee,NA,DapchaChatraibhanjh,0,0,559.6069828,3,35.74590004,576,0.016466559,2,102.2323252,0,0,0.00003
1715,Kavrepalanchok_DaraunePokhari,NPL.1.1.4.18_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,DaraunePokhari,NA,Village development committee,Village development committee,NA,DaraunePokhari,34.17,5,519.7180037,5,36.76696669,659,0,0,0,0,0,0
1716,Kavrepalanchok_DeuvumiBaluwa,NPL.1.1.4.19_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,DeuvumiBaluwa,NA,Village development committee,Village development committee,NA,DeuvumiBaluwa,447.49,5,990.1126956,13,52.67039135,1063,0.156367439,17,43.64054583,0,0,0.00016
1717,Kavrepalanchok_Devitar,NPL.1.1.4.20_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Devitar,NA,Village development committee,Village development committee,NA,Devitar,94.02,3,528.264032,9,20.22327365,440,0.074016667,8,37.43528762,0,0,0.00014
1718,Kavrepalanchok_DhulikhelN.P,NPL.1.1.4.21_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,DhulikhelN.P,NA,Village development committee,Village development committee,NA,DhulikhelN.P,120,7,640.1877398,10,24.48174034,482,0.320923208,29,134.1505477,0,0,0.0005
1719,Kavrepalanchok_Dhunkharka,NPL.1.1.4.22_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Dhunkharka,NA,Village development committee,Village development committee,NA,Dhunkharka,765.09,7,2331.431478,6,40.34424792,623,0.411767039,15,137.5024741,0,0,0.00018
1720,Kavrepalanchok_DhuseniSiwalaya,NPL.1.1.4.23_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,DhuseniSiwalaya,NA,Village development committee,Village development committee,NA,DhuseniSiwalaya,98.25,1,309.9354266,9,10.21583286,317,0.024686778,3,3.974607615,0,0,0.00008
1721,Kavrepalanchok_Dolalghat,NPL.1.1.4.24_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Dolalghat,NA,Village development committee,Village development committee,NA,Dolalghat,49,1,685.967074,3,22.98820688,595,1.907627295,46,82.46812006,0,0,0.00278
1722,Kavrepalanchok_Falatebhumlu,NPL.1.1.4.25_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Falatebhumlu,NA,Village development committee,Village development committee,NA,Falatebhumlu,0,0,602.4690545,3,17.27868405,518,0.172813647,17,61.64732479,0,0,0.00029
1723,Kavrepalanchok_Falemetar,NPL.1.1.4.26_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Falemetar,NA,Village development committee,Village development committee,NA,Falemetar,351.94,14,4013.292364,11,94.61691171,1886,0.381463665,16,195.9123546,0,0,0.0001
1724,Kavrepalanchok_Foksingtar,NPL.1.1.4.27_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Foksingtar,NA,Village development committee,Village development committee,NA,Foksingtar,648.82,10,2685.97302,7,63.58659172,1168,0.041211315,2,234.6129521,0,0,0.00002
1725,Kavrepalanchok_GairiBisounaDeupur,NPL.1.1.4.28_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,GairiBisounaDeupur,NA,Village development committee,Village development committee,NA,GairiBisounaDeupur,27.75,2,520.3024422,4,33.31812042,526,2.867385341,160,144.6174701,0,0,0.00551
1726,Kavrepalanchok_Ghartichhap,NPL.1.1.4.29_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Ghartichhap,NA,Village development committee,Village development committee,NA,Ghartichhap,681.07,6,1759.862724,9,56.26170338,1387,0.099012083,8,192.6174128,0,0,0.00006
1727,Kavrepalanchok_Gokule,NPL.1.1.4.30_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Gokule,NA,Village development committee,Village development committee,NA,Gokule,1907.87,12,4201.95987,3,100.4750592,1878,0.437110592,22,193.4962236,0,0,0.0001
1728,Kavrepalanchok_Gothpani,NPL.1.1.4.31_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Gothpani,NA,Village development committee,Village development committee,NA,Gothpani,406.58,1,891.4301905,10,28.95229755,660,0.738851681,56,109.6070322,0,0,0.00083
1729,Kavrepalanchok_HokseBazar,NPL.1.1.4.32_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,HokseBazar,NA,Village development committee,Village development committee,NA,HokseBazar,340.59,7,928.911148,6,34.92378668,785,0.174406887,19,189.6030608,0,0,0.00019
1730,Kavrepalanchok_JaisithokMandan,NPL.1.1.4.33_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,JaisithokMandan,NA,Village development committee,Village development committee,NA,JaisithokMandan,148.17,5,410.8588965,6,16.69857341,446,0.0493357,6,0.933359503,0,0,0.00012
1731,Kavrepalanchok_JyamdiMandan,NPL.1.1.4.34_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,JyamdiMandan,NA,Village development committee,Village development committee,NA,JyamdiMandan,182.41,4,929.1207593,8,30.57724725,685,0.501663943,41,35.71918399,0,0,0.00054
1732,Kavrepalanchok_KalatiBhumidanda,NPL.1.1.4.35_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,KalatiBhumidanda,NA,Village development committee,Village development committee,NA,KalatiBhumidanda,0,0,2425.445599,4,29.09921394,424,0,0,0,0,0,0
1733,Kavrepalanchok_KanpurKalapani,NPL.1.1.4.36_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,KanpurKalapani,NA,Village development committee,Village development committee,NA,KanpurKalapani,0,0,1153.581866,5,36.61782086,978,0.60128373,39,86.87976705,0,0,0.00052
1734,Kavrepalanchok_KartikeDeurali,NPL.1.1.4.37_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,KartikeDeurali,NA,Village development committee,Village development committee,NA,KartikeDeurali,24.13,1,468.0210467,14,19.56936629,603,1.371351179,65,18.1593117,0,0,0.00293
1735,Kavrepalanchok_KatunjeBesi,NPL.1.1.4.38_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,KatunjeBesi,NA,Village development committee,Village development committee,NA,KatunjeBesi,67.75,3,541.9512557,3,18.77705773,442,2.694903481,48,58.74682652,0,0,0.00497
1736,Kavrepalanchok_KavreNityaChandeswor,NPL.1.1.4.39_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,KavreNityaChandeswor,NA,Village development committee,Village development committee,NA,KavreNityaChandeswor,0,0,496.7375585,9,18.92648945,401,0,0,0,0,0,0
1737,Kavrepalanchok_KhaharePangu,NPL.1.1.4.40_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,KhaharePangu,NA,Village development committee,Village development committee,NA,KhaharePangu,0,0,1033.028998,3,25.00595481,555,0,0,0,0,0,0
1738,Kavrepalanchok_Khanalthok,NPL.1.1.4.41_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Khanalthok,NA,Village development committee,Village development committee,NA,Khanalthok,100.28,7,514.3496718,12,26.58724717,559,0.008235683,1,171.9881399,0,0,0.00002
1739,Kavrepalanchok_Kharelthok,NPL.1.1.4.42_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Kharelthok,NA,Village development committee,Village development committee,NA,Kharelthok,183.64,11,620.969325,1,33.08982485,679,0.057616739,7,114.2623279,0,0,0.00009
1740,Kavrepalanchok_Kharpachok,NPL.1.1.4.43_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Kharpachok,NA,Village development committee,Village development committee,NA,Kharpachok,0,0,577.15723,9,11.91700353,329,1.070951437,45,42.72990423,0,0,0.00186
1741,Kavrepalanchok_KolatiBhumlu,NPL.1.1.4.44_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,KolatiBhumlu,NA,Village development committee,Village development committee,NA,KolatiBhumlu,0,0,313.6301479,4,13.72925177,361,0.625530974,35,20.89774334,0,0,0.00199
1742,Kavrepalanchok_Koshidekha,NPL.1.1.4.45_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Koshidekha,NA,Village development committee,Village development committee,NA,Koshidekha,0,0,432.4346308,11,18.37469908,489,0.823045617,24,30.27852159,0,0,0.0019
1743,Kavrepalanchok_KuruwasChapakhori,NPL.1.1.4.46_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,KuruwasChapakhori,NA,Village development committee,Village development committee,NA,KuruwasChapakhori,21.28,3,351.9690379,2,13.23847838,363,0.405867534,33,65.84677017,0,0,0.00115
1744,Kavrepalanchok_Kushadevi,NPL.1.1.4.47_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Kushadevi,NA,Village development committee,Village development committee,NA,Kushadevi,101.64,12,1875.055999,5,73.55290158,1129,0.631145378,53,117.670741,0,0,0.00034
1745,Kavrepalanchok_Machchhegaun,NPL.1.1.4.48_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Machchhegaun,NA,Village development committee,Village development committee,NA,Machchhegaun,77.41,5,822.3869768,13,31.47886798,832,3.981930021,189,38.67191424,0,0,0.00484
1746,Kavrepalanchok_MadanKundari,NPL.1.1.4.49_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,MadanKundari,NA,Village development committee,Village development committee,NA,MadanKundari,194.2,3,100.5995093,9,2.661517176,140,1.294303233,63,12.66817442,0,0,0.01287
1747,Kavrepalanchok_MahadevsthanMandan,NPL.1.1.4.50_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,MahadevsthanMandan,NA,Village development committee,Village development committee,NA,MahadevsthanMandan,0,0,1121.386913,6,57.78587126,1243,10.31514633,597,50.74725322,0,0,0.0092
1748,Kavrepalanchok_Mahadevtar,NPL.1.1.4.51_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Mahadevtar,NA,Village development committee,Village development committee,NA,Mahadevtar,341.75,13,1391.757158,2,23.88085509,475,0.115308848,12,139.5855061,0,0,0.00008
1749,Kavrepalanchok_MahankalChaur,NPL.1.1.4.52_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,MahankalChaur,NA,Village development committee,Village development committee,NA,MahankalChaur,537,6,2064.870415,1,44.82694014,826,0.032950285,4,113.9202869,0,0,0.00002
1750,Kavrepalanchok_MahendraJyoti,NPL.1.1.4.53_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,MahendraJyoti,NA,Village development committee,Village development committee,NA,MahendraJyoti,113.77,3,376.5235944,1,17.16399292,277,0.699439821,49,48.19234832,0,0,0.00186
1751,Kavrepalanchok_MajhiFeda,NPL.1.1.4.54_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,MajhiFeda,NA,Village development committee,Village development committee,NA,MajhiFeda,49.9,2,406.9234557,6,14.27951749,350,0.268042422,13,15.92012776,0,0,0.00066
1752,Kavrepalanchok_Mangaltar,NPL.1.1.4.55_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Mangaltar,NA,Village development committee,Village development committee,NA,Mangaltar,649.03,18,1300.578209,6,41.20363193,849,3.748969014,200,41.2044529,0,0,0.00288
1753,Kavrepalanchok_MathurapatiFulbari,NPL.1.1.4.56_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,MathurapatiFulbari,NA,Village development committee,Village development committee,NA,MathurapatiFulbari,0,0,724.6311361,11,34.39759073,752,0.074088529,5,22.33890471,0,0,0.0001
1754,Kavrepalanchok_Methinkot,NPL.1.1.4.57_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Methinkot,NA,Village development committee,Village development committee,NA,Methinkot,402.89,2,1408.463906,7,55.34400114,1085,0.154787237,15,67.30678191,0,0,0.00011
1755,Kavrepalanchok_Milche,NPL.1.1.4.58_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Milche,NA,Village development committee,Village development committee,NA,Milche,46.87,2,1976.081633,5,63.91455361,1164,0.907059528,40,78.22124716,0,0,0.00046
1756,Kavrepalanchok_NagreGagarche,NPL.1.1.4.59_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,NagreGagarche,NA,Village development committee,Village development committee,NA,NagreGagarche,0,0,355.3092344,12,11.1536585,416,0.04114304,5,12.08080437,0,0,0.00012
1757,Kavrepalanchok_Nala,NPL.1.1.4.60_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Nala(Ugrachandi),NA,Village development committee,Village development committee,NA,Nala,181.1,11,579.7442304,7,10.72679896,255,0.205670631,15,61.43616502,0,0,0.00035
1758,Kavrepalanchok_NasikasthanSanga,NPL.1.1.4.61_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,NasikasthanSanga,NA,Village development committee,Village development committee,NA,NasikasthanSanga,243.01,5,579.2769723,2,21.35116008,338,1.631874525,119,25.12390453,0,0,0.00282
1759,Kavrepalanchok_NayagaunDeupur,NPL.1.1.4.62_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,NayagaunDeupur,NA,Village development committee,Village development committee,NA,NayagaunDeupur,219.19,13,946.7535657,2,53.45285761,763,2.970903879,189,93.26101014,0,0,0.00314
1760,Kavrepalanchok_Panauti,NPL.1.1.4.63_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Panauti,NA,Village development committee,Village development committee,NA,Panauti,974.76,32,1469.813859,16,49.20170793,953,1.885089349,123,35.56556471,0,0,0.00128
1761,Kavrepalanchok_Panchkhal,NPL.1.1.4.64_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Panchkhal,NA,Village development committee,Village development committee,NA,Panchkhal,726.91,10,950.7478204,10,44.05875028,895,1.08432577,70,73.68027174,0,0,0.00114
1762,Kavrepalanchok_Patalekhet,NPL.1.1.4.65_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Patalekhet,NA,Village development committee,Village development committee,NA,Patalekhet,205.43,6,758.0048015,1,39.34686311,719,0.016457813,2,42.35023215,0,0,0.00002
1763,Kavrepalanchok_PokhariChauri,NPL.1.1.4.66_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,PokhariChauri,NA,Village development committee,Village development committee,NA,PokhariChauri,64.9,4,182.3686176,14,8.879363628,287,0.065854961,8,2.950286307,0,0,0.00036
1764,Kavrepalanchok_PokhariNarayansthan,NPL.1.1.4.67_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,PokhariNarayansthan,NA,Village development committee,Village development committee,NA,PokhariNarayansthan,150.05,3,890.5709445,5,23.72493664,551,0.378840748,28,30.15289925,0,0,0.00043
1765,Kavrepalanchok_PuranogaunDapcha,NPL.1.1.4.68_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,PuranogaunDapcha,NA,Village development committee,Village development committee,NA,PuranogaunDapcha,13.22,3,353.0571516,4,16.79592798,368,0,0,0,0,0,0
1766,Kavrepalanchok_RaviOpi,NPL.1.1.4.69_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,RaviOpi,NA,Village development committee,Village development committee,NA,RaviOpi,80.34,3,546.1369139,10,23.65482965,564,0.230395434,16,93.31961227,0,0,0.00042
1767,Kavrepalanchok_RyaleBhir,NPL.1.1.4.70_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,RyaleBhir,NA,Village development committee,Village development committee,NA,RyaleBhir,29,1,2484.650867,3,80.1974444,1218,1.871509731,144,39.19514777,0,0,0.00075
1768,Kavrepalanchok_Saldhara,NPL.1.1.4.71_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,Saldhara,NA,Village development committee,Village development committee,NA,Saldhara,234.86,5,1282.730914,6,66.12194176,1112,0.700722338,40,43.84306399,0,0,0.00055
1769,Kavrepalanchok_SalleBhumlu,NPL.1.1.4.72_1,NPL,Nepal,NPL.1_1,Central,NPL.1.1_1,Bagmati,NPL.1.1.4_1,Kavrepalanchok,SalleBhumlu,NA,Village development committee,Village development committee,NA,SalleBhumlu,92.73,3,230.2038601,4,9.864615869,275,0,0,0,0,0,0
